English,Chinese
edged,有刃的
level-headed,头脑冷静
numbnuts,麻木不仁
symbiosis,共生
henk,亨克
recognizance,担保
chechens,车臣人
begining,开始
archana,阿卡纳
resenting,怨恨
vicomte,子爵
mekong,湄公河
carola,卡罗拉
inshallah,安拉
macintyre,麦金泰尔
electricians,电工
staffers,职员
inseminated,受精的
aghh,啊啊
wazoo,瓦祖
essie,埃西
giuliana,朱丽安娜
appalachian,阿巴拉契亚
mandel,曼德尔
fouls,犯规
hama,哈马
banked,存入银行
strom,斯特罗姆
yasur,亚苏尔
boulet,滚球
cautioned,警告
maroney,马罗尼
reverses,逆转
falsone,福尔索内
dcfs,DCFS
munchausen,明乔森
vulva,外阴
bader,巴德尔
awesomest,最棒的
narayanan,纳拉亚南
eun-young,恩英
three-piece,三件套
ravu,拉武
zealot,狂热者
schilling,先令
tiananmen,天安门
xv,十五
gregoire,格雷瓜尔
juma,朱马
dionysus,狄俄尼索斯
boche,博什
symbolized,象征化的
cell-phone,手机
dreidel,陀螺
tween,补间
secreted,分泌的
darkening,变暗
kickball,踢球
depositing,存款
lelouch,鲁鲁修
a6,a6
filipinos,菲律宾人
fact-finding,事实调查
bablu,巴布卢
ddt,滴滴涕
loyalists,效忠者
ehrlich,埃利希
bindiya,宾迪亚
flatbed,平板
zafer,扎菲尔
messi,梅西
underthe,在下面
conveniences,便利设施
relapsed,旧病复发
rent-free,免租
boy.,男生。
ef,埃夫
meep,米普
automaton,自动机
murad,穆拉德
tibor,蒂博尔
damm,达姆
recharging,充电
saroja,萨罗贾
adaptations,改编
anti-american,反美的
ever-changing,不断变化的
tessanne,泰莎娜
heer,希尔
frutti,水果
iib,国际银行
propofol,异丙酚
zookeeper,动物园管理员
beca,贝卡
sisi,茜茜
paulus,保卢斯
negate,否定
sorrento,索伦托
canasta,卡纳斯塔
looping,循环
ganged,成群结队
yanni,雅尼
peonies,牡丹
scarrans,斯卡兰斯
ble,布莱
tsurugi,剑
hollers,叫喊
veered,转向
jin-woo,振宇
birgit,比尔吉特
damocles,达摩克利斯
spyder,间谍
brightens,提亮
galleon,大帆船
a--a,一个--一个
school-,学校-
detectable,可检测的
dimmed,变暗
self-aware,有自我意识
paulinho,保利尼奥
beni,贝尼
almudena,阿尔穆德纳
aggro,仇恨
danner,丹纳
tula,图拉
mikaelson,迈克尔森
deceives,欺骗
criticising,批评
painstakingly,精心
dakara,达卡拉
oompa,奥姆帕
spurn,拒绝
valets,代客泊车
idiom,成语
rock-a-bye,摇滚再见
eth,以太坊
bairn,拜恩
l.t.,LT。
life-giving,赋予生命
f0r,弗0r
arbitrarily,任意地
stereos,立体声音响
saad,萨阿德
personals,交友
purposeful,有目的的
ached,疼痛
retinue,随从
kilpatrick,基尔帕特里克
1900s,1900年代
bedded,卧床的
valide,瓦莱德
childishness,童心
krakatoa,喀拉喀托
mannered,彬彬有礼的
laureate,获奖者
ravn,拉文
perjure,伪证
hil,希尔
heredity,遗传
pews,长椅
eul,乙乙
hellcat,地狱猫
devotional,虔诚的
insinuation,影射
donne,多恩
48th,48号
bypassing,绕过
ream,铰
chook,奇克
edmonton,埃德蒙顿
lj,lj
sοme,一些
zat,扎特
bespoke,定制的
surveyors,测量员
jeri,杰里
swoosh,旋风
prabhakar,普拉巴卡尔
brinkman,布林克曼
smasher,粉碎者
mezzanine,夹层
ventilate,通风
bolshoi,莫斯科大剧院
unconcerned,漠不关心
perversions,变态
naacp,全国有色人种协进会
ntac,NTAC
functioned,发挥作用
resell,转售
dangled,悬垂的
boucher,布歇尔
kazuki,一树
rivet,铆钉
nok,诺克
pumice,浮石
aleister,阿莱斯特
preserver,保护者
gazes,凝视
rewrites,重写
minuet,小步舞曲
low-budget,低预算
toshiko,俊子
-hey,-嘿
unfocused,不专心的
brunson,布伦森
scanlan,斯坎兰
eyeful,满眼的
zumba,尊巴舞
vali,瓦利
entranced,着迷的
flightless,不会飞的
testes,睾丸
mimsy,敏西
hung-over,宿醉
hitchhiked,搭便车
beekeeper,养蜂人
catfight,争吵
annul,废止
criterion,标准
adel,阿德尔
hmm-mm,嗯嗯
gasses,气体
bagwell,巴格韦尔
fairyland,仙境
reconstructive,重建的
anna-kat,安娜凯特
boogey,布吉
tto,托
firmness,坚固度
chema,化学
scuffling,扭打
thís,这
afterthat,在那之后
dragoons,龙骑兵
multi-million,数百万
snipes,鹬
people,人们
ardennes,阿登
liaoxi,辽西
maudlin,感伤
min-jae,民载
anouk,阿努克
onizuka,鬼冢
absconded,潜逃
weet,威特
lonelier,孤独者
slip-up,失误
mounties,骑警
satanists,撒旦主义者
pixar,皮克斯
murchison,默奇森
exley,埃克斯利
sideswipe,侧滑
genii,精灵
money.,钱。
pundit,专家
disinherited,被剥夺继承权
undeveloped,未开发的
cortés,科尔特斯
benin,贝宁
quills,羽毛笔
sourced,来源
vestibule,前厅
hegel,黑格尔
wy,怀
ravings,胡言乱语
katagiri,片桐
wilby,威尔比
oswin,奥斯温
immovable,不动的
hadrt,哈德特
snivelling,抽泣
benders,弯曲者
honeymooners,度蜜月的人
ground-breaking,开创性的
pud,普德
augello,奥杰洛
pharisees,法利赛人
nitric,硝酸的
jean-marie,让·玛丽
wuthering,呼啸
hawley,霍利
godavari,戈达瓦里
comlink,康联
dryers,烘干机
compote,蜜饯
mountaineer,登山
babbitt,巴氏合金
play-offs,附加赛
yeats,叶芝
rockfish,岩鱼
are.,是。
advocated,提倡的
strives,努力
butte,小山
heisman,海斯曼
tl,特尔
freebo,自由波
counterpoint,对位法
newsreels,新闻片
ilan,宜兰
escargot,田螺
mashiro,真白
mobley,莫布利
chillies,辣椒
stroganoff,斯特罗加诺夫
upsy-daisy,upsy-雏菊
marathons,马拉松
gl,格
jiya,吉雅
tums,塔姆斯
barfed,呕吐的
roughness,粗糙度
cranford,克兰福德
outa,欧塔
offal,内脏
fallacy,谬论
deal-,交易-
permafrost,永久冻土
weatherby,韦瑟比
kodiak,科迪亚克
dervish,托钵僧
arabela,阿拉贝拉
stomps,跺脚
necromancer,死灵法师
shravan,什拉万
redness,发红
legation,公使馆
schmooze,闲聊
charmingly,迷人地
envies,羡慕
wringing,绞干
redman,雷德曼
chumhum,查姆胡姆
boycotting,抵制
desperado,亡命之徒
aff,亲和力
loyalist,忠诚者
anaesthesia,麻醉
sippy,吸管
steinmetz,施泰因梅茨
imogene,伊莫金
ord,秩序
fumbled,摸索着
cus,库斯
wicks,灯芯
tonnie,托尼
d0n,d0n
corresponded,对应的
afterthought,事后的想法
whooped,欢呼
kester,凯斯特
webby,威比
pepita,佩皮塔
bared,裸露的
ic,我知道了
haphazard,偶然
surrealist,超现实主义
kasia,卡西亚
t've,我已经
teppei,铁平
kirikou,基里库
ulrike,乌尔里克
yannick,雅尼克
epsom,埃普索姆
cw,连续波
saith,赛思
misogynistic,厌恶女性的
chapstick,筷子
urinated,撒尿
camellia,茶花
superintendant,主管
chutki,楚特基
angers,昂热
lawndale,劳恩代尔
headshots,爆头
jambalaya,什锦饭
servings,份数
wabash,沃巴什
ricochets,跳弹
grills,烤架
straddling,跨立
tucci,图奇
70th,70号
promicin,普罗米星
boneless,无骨的
missie,小姐
apostrophe,撇号
olle,奥莱
ise,伊势
qua,夸
tuco,图科
adulation,奉承
crime-scene,犯罪现场
deficiencies,缺陷
xandir,克桑迪尔
unsuccessfully,不成功
jacquou,雅库
high-security,高安全性
deutschland,德国
slandering,诽谤
uav,无人机
3c,3c
tanuki,狸猫
sudo,须藤
begotten,所生
dewy,露水的
marisha,玛丽莎
moaned,呻吟着
resplendent,灿烂
stockpiling,囤积
nakrang,那克朗
oolong,乌龙茶
37th,37号
futari,二人
their,他们的
yipping,哎呀
forecasts,预测
sanh,桑赫
brainwave,脑电波
damnable,可恶的
lances,长矛
instigator,煽动者
distrustful,不信任的
everthing,一切
vis,可见
permian,二叠纪
clays,粘土
warcraft,魔兽争霸
egor,埃戈尔
ruel,鲁埃尔
chicka,奇卡
bowles,鲍尔斯
they--they,他们--他们
kershaw,克肖
bihari,比哈里
septimus,败血症
chronological,按时间顺序排列的
gloriana,格洛里亚纳
minas,米纳斯
privatization,私有化
kegger,凯格
frosti,弗罗斯蒂
weds,结婚
hedvig,海德维格
dammed,该死的
bozer,博泽尔
cheekbone,颧骨
gloriously,光荣地
français,法国人
natsume,夏目
uuh,呃
butterfingers,蝴蝶指
elli,埃利
huerta,韦尔塔
grannie,奶奶
tashi,扎西
zarina,扎里纳
spliced,拼接的
oakwood,奥克伍德
colorless,无色
pugh,皮尤
jenson,简森
manion,马尼恩
heretical,异端
shaded,阴影
slapper,拍打者
bathsheba,拔示巴
benefiting,受益
ryunosuke,龙之介
zaf,扎夫
karishma,卡里什马
harbored,藏匿的
sapling,树苗
solidify,固化
hamstring,腿筋
bluer,更蓝
silhouettes,剪影
mouthed,有嘴的
makis,马基斯
avanti,阿凡蒂
fave,最爱
handa,半田
montparnasse,蒙帕纳斯
knapp,纳普
wwii,第二次世界大战
weigh-in,称重
pricking,刺
proofread,校对
sux,苏克斯
methuselah,玛撒拉
camo,迷彩
dyslexia,阅读障碍
mcnab,麦克纳布
plannin,规划宁
lampshade,灯罩
streetlights,路灯
gangotri,甘戈特里
dopes,涂料
sharpie,记号笔
galia,加利亚
denials,否认
songwriters,作曲家
escudos,埃斯库多斯
montaigne,蒙田
urns,瓮
jorgen,约根
percentile,百分位数
balder,巴尔德
father.,父亲。
grump,脾气暴躁
boogie-woogie,布吉伍吉
nonny,诺尼
zaire,扎伊尔
mara,马拉
itinerant,流动的
rimini,里米尼
bratva,布拉特瓦
dayal,达亚尔
tun,屯
pomeroy,波默罗伊
peal,钟声
kage,影
murals,壁画
dakin,达金
moana,莫阿纳
panoramic,全景
gravestones,墓碑
dark-skinned,深色皮肤
rickets,疳
cocksucking,口交
trubel,特鲁贝尔
oreo,奥利奥
duets,二重唱
dahak,达哈克
brulee,布丁
farmington,法明顿
nauseated,恶心的
theses,论文
82nd,82号
iwas,伊瓦斯
komsomol,共青团
anteater,食蚁兽
chipotle,墨西哥辣椒
pervs,变态者
connally,康纳利
mumtaz,穆姆塔兹
v.c.,VC
bbs,论坛
midgard,米德加德
haemosu,解毒素
humanist,人文主义者
ding-a-ling,叮叮铃
initiates,发起者
dere,德雷
copulation,交配
self-discipline,自律
yeomieul,汝奥米耶尔
chaco,查科
overflows,溢出
bunnu,布努
bombarding,轰炸
barra,巴拉
caseload,案件量
chide,喝叱
knead,揉
brimmer,布里默
show-,展示-
sharpshooters,神枪手
psychotherapist,心理治疗师
sayo,佐用
l.b.,磅。
immortalized,永垂不朽
calla,马蹄莲
icecream,冰淇淋
mukhtar,穆赫塔尔
latrines,厕所
spectra,光谱
philanderer,花花公子
ouzo,茴香酒
sweepers,扫地机
sont,松特
jatin,贾丁
narra,纳尔拉
throwaway,丢弃
lnternational,国际
record-breaking,破纪录的
electing,选举
tomek,托梅克
evaporation,蒸发
thermals,热气流
garish,扎眼
palatial,富丽堂皇的
sidharth,悉达斯
kuvira,库维拉
facelift,整容
ashworth,阿什沃斯
diversified,多元化
picketing,纠察队
innovator,创新者
linder,林德
caboodle,堆砌
yelena,叶莲娜
tatyana,塔蒂亚娜
venturing,冒险
excels,擅长
afterall,毕竟
solon,梭伦
shinohara,筱原
sociological,社会学的
slanderous,诽谤性的
hideko,秀子
norrell,诺雷尔
charla,查拉
torrence,托伦斯
fusses,大惊小怪
criss,克里斯
ghettos,贫民窟
villiers,维利尔斯
headlining,头条新闻
radovan,拉多万
shiatsu,指压
prodded,刺激的
babyface,娃娃脸
mayweather,梅威瑟
forme,为我
long-lasting,持久
scrutinized,审查过的
nikolaj,尼古拉伊
enlistment,征募
knock-out,昏死
lorazepam,劳拉西泮
exerted,竭尽全力
twisty,曲折的
resurface,重新浮出水面
grenada,格林纳达
sheela,希拉
ka-ching,嘉庆
distanced,疏远的
hab,栖息地
rukh,鲁赫
mochou,莫愁
lotions,乳液
retrovirus,逆转录病毒
pitchforks,干草叉
auditors,审计员
trespasser,侵入者
ddd,滴滴
jong-il,正日
one-half,二分之一
taffeta,塔夫绸
marciano,马恰诺
gaily,欢快地
acknowledgment,致谢
embryonic,胚胎的
bajorans,巴约兰
murali,穆拉利
demographics,人口统计
northward,向北
breathlessly,气喘吁吁地
sidorov,西多罗夫
hoorah,万岁
culpability,有罪
hossein,侯赛因
berit,贝里特
roebuck,獐鹿
adaptive,适应性
anc,ANC
armaan,阿曼
kanai,金井
malvo,马尔沃
antacid,抗酸剂
ib,IB
well-placed,恰到好处的
unwitting,不知情的
οut,输出
caveat,警告
marginalized,边缘化
rasping,锉磨
newhouse,纽豪斯
banquo,班柯
tangles,缠结
boorman,布尔曼
amoral,不道德的
durai,杜赖
clermont,克莱蒙
loincloth,腰布
toshiro,敏郎
escalates,升级
yaniv,亚尼夫
hypothalamus,下丘脑
deflection,偏转
underhand,下手
defecate,大便
pritam,普里坦
daz,达兹
berthe,泊位
manifesting,显化
onesie,连体衣
lucienne,卢西安
marcin,马尔辛
stravinsky,斯特拉文斯基
onthe,昂特
pensacola,彭萨科拉
brutalized,残酷地对待
arsenio,阿森尼奥
consigned,托运
otávio,奥塔维奥
nagi,纳吉
pander,迎合
scarran,斯卡兰
cataract,白内障
gdansk,格但斯克
ah-ha-ha,啊哈哈哈
quicken,加速
uncaring,漠不关心
coolly,冷静地
stephane,斯蒂芬
homeys,家美斯
down-tempo,慢节奏
periphery,周边
yourface,你的脸
genomex,基因组X
mahalakshmi,马哈拉克什米
kure,吴
reassign,重新分配
spoof,欺骗
nearsighted,近视的
professed,声称
hm-mm,嗯嗯
queries,查询
ushered,迎来了
ammu,弹药
béatrice,比阿特丽斯
langly,朗利
galya,加利亚
hangings,绞刑
treasonous,叛国的
lapointe,拉普安特
tubular,管状
prae,普拉埃
lemoine,勒穆瓦讷
green-eyed,绿眼睛的
mo-su,摩苏
wc,厕所
fore,前
hermaphrodite,雌雄同体
shelia,谢利亚
kaneda,金田
v.o.,语音
warmers,取暖器
loners,孤独者
baying,吠叫
juergens,尤尔根斯
biden,拜登
ferraro,费拉罗
elsbeth,埃尔贝斯
dalmatian,斑点狗
arsonists,纵火犯
ingesting,摄取
misshapen,畸形的
snp,单核苷酸多态性
rejuvenated,恢复活力
ident,身份
tagore,泰戈尔
squab,乳鸽
hooliganism,流氓
wiseass,聪明人
colonic,结肠的
sharman,沙曼
orabeoni,奥拉韦奥尼
neary,附近的
co,共
valkyries,瓦尔基里
speakin,说话
gitano,吉塔诺
foxx,福克斯
lb,磅
pyro,火焰兵
furtive,鬼鬼祟祟
wisecracks,俏皮话
kakarrot,卡卡罗特
beaujolais,博若莱
namibia,纳米比亚
attentively,专心地
hittites,赫梯人
aldous,奥尔多斯
hsiang,祥
nagumo,南云
goldfinger,金手指
sanctify,使之成圣
mcconaughey,麦康纳
alcazar,阿尔卡扎尔
hellsing,地狱之歌
preclude,排除
woon,温
trumped-up,捏造的
yai,亚伊
gomer,戈篾
menelaus,墨涅拉俄斯
sundar,孙达尔
platters,拼盘
protections,保护措施
guna,古纳
burcu,布尔库
faltering,步履蹒跚
kayaking,皮划艇
radiates,辐射
implacable,不屈不挠的
theologians,神学家
minstrels,吟游诗人
r.c.,RC
transcontinental,横贯大陆的
aizu,会津
solloway,索洛韦
halvorsen,哈尔沃森
ah-ah-ah-ah,啊啊啊啊
open-and-shut,打开和关闭
yoshiki,吉木
exclusivity,排他性
quickfire,速射
atheism,无神论
incensed,激怒了
bewildering,扑朔迷离
buoyant,浮力的
biodiversity,生物多样性
kp,克普
mean-spirited,心胸狭窄
zorba,佐尔巴
bushels,蒲式耳
sa,萨
adjuster,调节器
goodfellow,古德费洛
jitterbug,吉特巴
rotors,转子
four-door,四门
schuster,舒斯特尔
50k,5万
pyramus,皮拉穆斯
archdeacon,副主教
aboutyou,关于你
lucilla,卢西拉
manfredi,曼弗雷迪
bluster,咆哮
big-,大的-
avalanches,雪崩
cheatin,作弊
divas,女主角
mário,马里奥
polonium,钋
dishonourable,不名誉的
braggart,吹牛
consummation,圆满
tais,泰斯
brunel,布鲁内尔
lene,莱内
well-read,博学的
nickelodeon,镍币频道
twitches,抽搐
orange,橙子
sasa,莎莎
leviticus,利未记
mcdonalds,麦当劳
wintergreen,冬青
subcutaneous,皮下的
weird-looking,长相怪异
no.2,2号
muzzy,模糊的
lumière,卢米埃
philandering,花心
vigata,维加塔
littlejohn,小约翰
haj,朝觐
tamarind,罗望子
vag,迷走神经
vindication,平反
hinkle,欣克尔
grouper,石斑鱼
aggressiveness,攻击性
civics,公民学
knocker,门环
lps,LPS
dartmoor,达特穆尔
hepatic,肝的
tobruk,托布鲁克
akatsuki,晓
shivaji,希瓦吉
fix-it,修复它
magister,魔导师
smelting,冶炼
homegirl,居家女孩
glean,拾取
self-centred,以自我为中心
fuck-ups,他妈的
junket,中介人
thickest,最厚的
ghoulish,残忍的
talky,多嘴的
middlemen,中间商
interlock,互锁
protracted,旷日持久的
irresponsibility,不负责任
carjacked,被劫车
matsuko,松子
ped,佩德
sprocket,链轮
piya,皮亚
hedy,七喜
stalwart,坚定的
immemorial,远古的
zohar,佐哈尔
rab,拉布
disregarding,无视
strasser,斯特拉瑟
xl5,XL5
deliberating,深思熟虑
taja,塔贾
vitthal,维塔尔
gazillion,无数
pom-poms,绒球
trilby,毡帽
double-parked,并排停放
flam,弗洛姆
bis,之二
tanikaze,谷风
revels,狂欢
s-she,她她
ask-,问-
amberson,安伯森
shape-shifting,变形
ringed,有环的
reprogramming,重新编程
sprints,冲刺
miny,米尼
business-,商业-
inadequacy,不足
diminishes,减少
edifice,大厦
joelle,乔艾尔
wr,写
dorft,多夫特
hospitalization,住院治疗
stubb,斯塔布
doo-wop,杜沃普
pappi,帕皮
to-go,外带
santosh,桑托什
strap-on,绑带式
sci,科学
piri,皮里
azrael,阿兹拉尔
mock-up,小样
scribbles,涂鸦
nightingales,夜莺
gatling,加特林
unjustified,不合理的
bivouac,露营
unilateral,单方面
mixers,搅拌机
reinventing,重新发明
n-nothing,n-什么都没有
spas,水疗中心
whiteness,白度
mellowed,柔和的
daisaku,大作
nibs,笔尖
lockbox,密码箱
huai,淮
three-minute,三分钟
pagina,帕吉纳
khushi,库什
kurokawa,黑川
tariff,关税
gsa,总局
wizardry,巫术
sir,先生
tulio,图里奥
pukes,呕吐物
unexploded,未爆炸的
insomniac,失眠者
arai,新井
cartouche,漩涡花饰
ishihara,石原
hard-pressed,困苦的
impassioned,慷慨激昂
bourbons,波本威士忌
instructs,指示
benchmark,基准
admirals,海军上将
astrophysicist,天体物理学家
keycard,钥匙卡
petrovic,彼得罗维奇
уou,你
medial,内侧
nyc,纽约
veracity,真实性
test-drive,试驾
cryer,哭泣者
un-fucking-believable,难以置信
sloping,倾斜的
year-,年-
churro,西班牙油条
etch,蚀刻
accredited,认可的
oopsie,哎呀
w-who,w-谁
mcluhan,麦克卢汉
megalomaniac,自大狂
yeah.i,是的，我
am.,是。
rectified,已整顿
raro,拉罗
stationmaster,站长
commences,开始
angler,钓鱼者
there-there,那里那里
bormann,博尔曼
edgardo,埃德加多
pummel,揍
santillana,桑蒂拉纳
p.o.w.,战俘
to-night,今晚
gambon,甘邦
loyally,忠诚地
expended,花费了
eighty-six,八十六
multitudes,众多
doncaster,唐卡斯特
igniting,点燃
ormond,奥蒙德
malena,马莱纳
fallopian,输卵管
gaya,伽亚
kneels,跪下
overcompensating,过度补偿
shinkichi,新吉
spreader,吊具
seeps,渗漏
fending,招架
aether,醚
cratchit,克拉奇特
lenka,伦卡
teepee,圆锥形帐篷
rane,拉内
rusting,生锈
budweiser,百威啤酒
berenice,贝雷尼采
cygnus,天鹅座
saxony,萨克森
dp,DP
gravitation,引力
dalliance,调戏
simulating,模拟
feta,羊乳酪
egged,怂恿的
cleese,克里斯
giovannino,乔瓦尼诺
whoo-hoo-hoo-hoo,呼呼呼呼
personable,风度翩翩的
brigand,强盗
repenting,悔改
skateboards,滑板
grand-daughter,孙女
redid,重做
bitterman,比特曼
ducklings,小鸭子
countin,计数
luego,卢埃戈
cloaks,斗篷
quarries,采石场
populate,填充
grata,格拉塔
brightened,变亮了
minase,水濑
unchain,解开束缚
carthaginian,迦太基人的
secs,秒
tt,TT
ethos,精神
vicksburg,维克斯堡
inhibitors,抑制剂
themed,主题的
wiccan,巫术崇拜者
frescoes,壁画
dreadlocks,辫子
suffragette,妇女参政论者
deakins,迪金斯
mizushima,水岛
wingate,翼门
revved,加速
squirted,喷出
obsessive-compulsive,强迫症
taper,锥度
alpaca,羊驼毛
hot-tempered,脾气暴躁
artis,工匠
unfreeze,解冻
earshot,听得见
mind.,头脑。
coloreds,有色人种
all-seeing,全视的
mantua,曼图亚
buffoons,小丑
schaefer,谢弗
hecate,赫卡忒
eisuke,荣介
pugsley,普格斯利
re-enactment,重演
rosalita,罗莎丽塔
chilies,辣椒
crystallized,结晶的
ermine,貂
vehemently,激烈地
predisposition,倾向
shochiku,松竹
calibration,校准
mucked,弄脏了
basher,巴舍尔
dato,拿督
carmelita,卡梅丽塔
michèle,米歇尔
borat,波拉特
jurek,尤雷克
westerly,西风
bruges,布鲁日
glides,滑行
kuno,库诺
plagiarized,抄袭的
materialized,物化的
gauthier,高蒂尔
hunks,帅哥
ino,伊诺
dédé,德德
yoshiwara,吉原
a.p.b.,a.p.b.
scant,很少
ooh-la-la,噢啦啦
worsley,沃斯利
malfeasance,渎职
stoplight,红绿灯
ringers,铃声
fervour,热情
maren,马仁
strode,迈步
lojack,洛杰克
raglan,拉格兰
offload,卸载
spyware,间谍软件
externally,外在地
stuntmen,特技演员
hairball,毛团
marshak,马尔沙克
telekinetic,心灵传动
brannan,布兰南
jumba,琼巴
point-,观点-
morrell,莫雷尔
conveys,传达
semesters,学期
guffaws,狂笑
pinter,品特
jeane,珍妮
hawes,霍伊斯
koharu,小春
deafness,耳聋
zeuthen,泽伊滕
francisca,弗朗西斯卡
spacey,史派西
valya,瓦利亚
aoyagi,青柳
southerly,南风
coltrane,科尔特兰
batshit,狗屎
convalescent,恢复期的
lahiri,拉希里
spiritualist,唯灵论者
mayes,梅耶斯
spate,大量
tuppy,杜比
mcenroe,麦肯罗
seger,塞格
manipulates,操纵
dote,宠爱
i--i--i,我--我--我
noob,小白
peppa,佩奇
lanyard,挂绳
samoan,萨摩亚人
swines,猪
endearment,爱慕之情
showboat,表演船
azalea,映山红
fastidious,挑剔
beecham,比彻姆
medium-rare,三分熟
pickaxe,镐
fx,FX
lowery,洛厄里
oust,驱逐
abram,亚伯兰
steamroller,压路机
yuppies,雅皮士
pelicans,鹈鹕
imperialists,帝国主义者
republics,共和国
deficits,赤字
unraveled,解开
selam,塞拉姆
emphatic,强调的
aficionado,爱好者
irrespective,不顾一切的
fede,联邦
barneys,巴尼斯
forums,论坛
rejuvenate,恢复活力
alois,阿洛伊斯
kleist,克莱斯特
fanned,扇动的
barts,巴特斯
diorama,西洋镜
matzo,无酵饼
unicef,儿童基金会
dich,迪奇
frankincense,乳香
miya,米亚
lovelies,可爱的人
scoliosis,脊柱侧弯
aquinas,阿奎那
feel-good,感觉良好
news-,消息-
reshape,重塑
plckman,普鲁克曼
lakewood,莱克伍德
zhivago,日瓦戈
pistachios,开心果
educators,教育工作者
mini-bar,迷你吧
pitying,怜悯
volta,沃尔塔
unappreciated,不被赏识的
flaco,弗拉科
shiraz,设拉子
hoopla,喧嚣
solarium,日光浴室
pagers,寻呼机
karr,卡尔
poonam,普南
unpublished,未发表
conscription,征兵
mahone,马洪
manicured,修剪整齐的
collectibles,收藏品
playpen,婴儿围栏
scriptwriter,编剧
mergers,合并
lavage,灌洗
slocum,斯洛克姆
curiouser,更好奇的
lg,lg
answerphone,电话答录机
prabhu,帕布
locale,语言环境
reconstructing,重构
clunks,沉闷的声音
ninety-eight,九十八
kove,科夫
relaying,中继
woodcutter,樵夫
feint,佯攻
remuneration,报酬
orr,奥尔
snakebite,蛇咬伤
lainie,莱妮
haeshin,解信
filament,灯丝
lusting,贪欲
durarara,杜拉拉拉
turlough,特洛
fisticuffs,拳脚相加
hermia,赫米亚
banu,巴努
rasgotra,拉斯戈特拉
preservatives,防腐剂
fine-tooth,细齿
whiskies,威士忌
peoria,皮奥里亚
assisi,阿西西
georgi,乔治
acrobatic,杂技的
interminable,没完没了的
trumbull,特朗布尔
unhurt,未受伤
eres,埃雷斯
shadwell,沙德韦尔
solicited,征求的
superglue,强力胶
juha,尤哈
condescend,居高临下
neuroses,神经症
rl,RL
siphoning,虹吸
leche,莱切
confining,限制
penitence,忏悔
homunculus,侏儒
hullabaloo,喧闹
sunderland,桑德兰
woolworth,伍尔沃斯
manitoba,马尼托巴省
hernan,埃尔南
dubrovnik,杜布罗夫尼克
atsushi,厚志
adem,亚当
anti-government,反政府
advices,建议
cuzco,库斯科
liberalism,自由主义
crudely,粗略地
cristobal,克里斯托瓦尔
well-armed,装备精良
turn-off,关
hypnotised,被催眠的
tarik,塔里克
currencies,货币
maha,玛哈
articulated,铰接式
nra,全国步枪协会
gbh,英国
decapitate,杀头
bagley,巴格利
stop-,停止-
surnames,姓氏
aniston,安妮斯顿
dweller,居住者
incontinent,失禁
uninspired,缺乏灵感
lockjaw,牙关紧闭
een,恩
deen,德恩
piao,飘
one-quarter,四分之一
singularly,独特地
nagged,唠叨的
gladness,欢乐
briony,布里奥尼
unromantic,不浪漫的
cacophony,刺耳的声音
nunzio,农齐奥
bando,坂东
brags,吹牛
impeach,劾
fandor,范多尔
toyotomi,丰富
resigns,辞职
1700s,1700年代
meddled,多管闲事
doop,杜普
bawdy,淫荡的
bumpkins,乡巴佬
vaya,瓦亚
evildoers,恶人
49th,49号
psychotropic,精神药物
shaquille,沙奎尔
callaway,卡拉威
after-dinner,饭后
disenfranchised,被剥夺公民权
repartee,妙语连珠
t-this,这-这个
tacked,钉住的
malti,马尔蒂
short-tempered,脾气暴躁
capitulate,投降
viaduct,高架桥
repossess,收回
pecos,佩科斯
jubal,朱巴尔
grable,格拉布尔
yew,红豆杉
yoo-jin,柳镇
servile,奴性的
aurore,奥罗尔
dolby,杜比
celebi,塞莱比
into-,进入-
bromley,布罗姆利
keitel,凯特尔
mopey,闷闷不乐
chlo,氯
takuma,琢磨
sukiyaki,寿喜烧
pleiades,昴
pouches,小袋
rache,雷什
tuckered,塔克雷德
suzhou,苏州
soapbox,肥皂盒
fil,菲尔
ender,安德
expansive,广阔的
dropouts,辍学
collingwood,科林伍德
a-a-and,一个-一个-和
giri,吉里
dearborn,迪尔伯恩
clapper,拍板
appeased,安抚
counter-attack,反击
wombat,袋熊
buccaneers,海盗
mcmurphy,麦克墨菲
officiate,主持
wilcock,威尔科克
yitzhak,伊扎克
matata,马塔塔
grooving,开槽
dependents,家属
man-child,男孩子
caramelized,焦糖化的
predicated,谓语
bodhisattva,菩萨
herewith,特此
jabberwocky,胡言乱语
solidified,凝固的
amamiya,雨宫
olin,奥林
lagann,拉甘
floundering,挣扎
viscous,粘稠的
druggist,药剂师
pseudo,伪
pradhan,普拉丹
mi-rae,未来
kwak,夸克
o-kay,好的
jolyon,乔里恩
than-,比-
repealed,废除
encino,恩西诺
p1,p1
velez,贝莱斯
n-,n-
orjust,或只是
stabilised,稳定的
oneness,一体性
deflate,放气
moccasins,莫卡辛鞋
greengrocer,蔬菜水果商
shamus,沙姆斯
jolson,乔尔森
chol,胆
puskás,普斯卡什
depletion,消耗
impersonated,冒充的
unos,乌诺斯
compilation,汇编
30-day,30天
c.p.r.,c.p.r.
smackers,咂嘴者
effected,生效的
reims,兰斯
fairplay,公平竞争
tanto,短道
beauteous,美丽的
pullover,套衫
joon-ha,俊河
dipesto,迪佩斯托
longmire,朗迈尔
maelstrom,漩涡
loulou,楼楼
braved,勇敢地
